SV.bin,SV.freq,SV.count,SNP.bin,SNP.freq,SNP.count
30,0.9375,164,14,0.4375,171
30,0.9375,164,15,0.46875,81
30,0.9375,164,16,0.5,86
30,0.9375,164,17,0.53125,83
30,0.9375,164,18,0.5625,103
30,0.9375,164,19,0.59375,136
30,0.9375,164,20,0.625,82
30,0.9375,164,21,0.65625,128
30,0.9375,164,22,0.6875,228
30,0.9375,164,23,0.71875,319
30,0.9375,164,24,0.75,282
30,0.9375,164,25,0.78125,184
30,0.9375,164,26,0.8125,97
30,0.9375,164,27,0.84375,83
30,0.9375,164,28,0.875,112
30,0.9375,164,29,0.90625,72
30,0.9375,164,30,0.9375,113
30,0.9375,164,31,0.96875,141
30,0.9375,164,32,1,319
31,0.96875,226,0,0,0
31,0.96875,226,1,0.03125,1050
31,0.96875,226,2,0.0625,853
31,0.96875,226,3,0.09375,404
31,0.96875,226,4,0.125,322
31,0.96875,226,5,0.15625,349
31,0.96875,226,6,0.1875,375
31,0.96875,226,7,0.21875,145
31,0.96875,226,8,0.25,128
31,0.96875,226,9,0.28125,141
31,0.96875,226,10,0.3125,185
31,0.96875,226,11,0.34375,230
31,0.96875,226,12,0.375,127
31,0.96875,226,13,0.40625,144
31,0.96875,226,14,0.4375,103
31,0.96875,226,15,0.46875,106
31,0.96875,226,16,0.5,150
31,0.96875,226,17,0.53125,198
31,0.96875,226,18,0.5625,107
31,0.96875,226,19,0.59375,92
31,0.96875,226,20,0.625,107
31,0.96875,226,21,0.65625,105
31,0.96875,226,22,0.6875,121
31,0.96875,226,23,0.71875,118
31,0.96875,226,24,0.75,144
31,0.96875,226,25,0.78125,109
31,0.96875,226,26,0.8125,140
31,0.96875,226,27,0.84375,134
31,0.96875,226,28,0.875,193
31,0.96875,226,29,0.90625,199
31,0.96875,226,30,0.9375,228
31,0.96875,226,31,0.96875,720
31,0.96875,226,32,1,453
32,1,1773,0,0,0
32,1,1773,1,0.03125,3508
32,1,1773,2,0.0625,2329
32,1,1773,3,0.09375,1547
32,1,1773,4,0.125,1577
32,1,1773,5,0.15625,1270
32,1,1773,6,0.1875,964
32,1,1773,7,0.21875,950
32,1,1773,8,0.25,1020
32,1,1773,9,0.28125,898
32,1,1773,10,0.3125,918
32,1,1773,11,0.34375,717
32,1,1773,12,0.375,755
32,1,1773,13,0.40625,585
32,1,1773,14,0.4375,674
32,1,1773,15,0.46875,732
32,1,1773,16,0.5,578
32,1,1773,17,0.53125,471
32,1,1773,18,0.5625,501
32,1,1773,19,0.59375,524
32,1,1773,20,0.625,568
32,1,1773,21,0.65625,512
32,1,1773,22,0.6875,520
32,1,1773,23,0.71875,410
32,1,1773,24,0.75,636
32,1,1773,25,0.78125,532
32,1,1773,26,0.8125,447
32,1,1773,27,0.84375,453
32,1,1773,28,0.875,532
32,1,1773,29,0.90625,622
32,1,1773,30,0.9375,930
32,1,1773,31,0.96875,783
32,1,1773,32,1,2967
